measurementdate,sales_rate,temperature_max,windspeed_max,temperature_min,temperature_avg,humidity,windspeed_avg,precipitation,public_holiday,PM10_max,PM10_min,PM10_avg,PM25_max,PM25_min,PM25_avg,city_name,day_of_week
2016-05-29,21,27.7,4.4,18,22.2,57,1.7,0,1,97,54,75.66666667,64,30,44,광진구,Sunday
2016-05-30,7,28.9,4.5,16.8,22.6,58,2,0,0,142,61,96.66666667,106,33,65.66666667,광진구,Monday
2016-05-31,28,28,5,18,22.1,64,2.1,0,0,145,50,86.41666667,107,24,56.58333333,광진구,Tuesday
2016-06-02,7,29.2,4.4,16.9,23.3,44,1.8,0,0,55,14,29.70833333,31,1,12.70833333,광진구,Thursday
2016-06-04,7,25.8,3.4,18.3,21.3,57,1.2,0,1,61,42,50.45833333,35,21,27.79166667,광진구,Saturday
2016-06-07,14,26.1,4.5,20,22.3,68,1.5,0,0,80,12,41.70833333,48,7,24.04166667,광진구,Tuesday
2016-06-09,7,30,4.1,18.2,24.2,62,1.6,0,0,59,33,45.5,37,17,25.79166667,광진구,Thursday
2016-06-11,7,27.3,3.1,21.3,23.6,76,1.4,17,1,81,38,55.75,48,22,33.20833333,광진구,Saturday
2016-06-15,7,25,4.3,17.1,20.9,85,1.5,30,0,58,26,40.75,34,11,21.875,광진구,Wednesday
2016-06-16,7,24.4,4.4,18.8,21.1,75,2.1,0,0,62,11,32.16666667,34,1,16.125,광진구,Thursday
2016-06-17,7,28.7,3.5,17.7,23.5,67,1.5,0,0,75,38,58.54166667,50,22,36.41666667,광진구,Friday
2016-06-18,7,30,4.2,19.9,24.4,62,1.5,0,1,93,43,66.25,61,26,43.54166667,광진구,Saturday
2016-06-20,14,29.6,2.7,19.9,24.7,67,1.3,0,0,72,33,54.83333333,49,22,33.625,광진구,Monday
2016-06-21,35,31.7,3.9,20.8,25.6,66,1.2,0,0,132,38,65.66666667,83,22,43.33333333,광진구,Tuesday
2016-06-22,14,29.9,4.9,20.8,24.1,78,1.5,7,0,135,12,80.25,87,4,49.625,광진구,Wednesday
2016-06-26,7,31,5.5,19.5,24.6,62,2,0,1,52,17,34.95833333,32,7,19.375,광진구,Sunday
2016-06-28,14,30.5,3.8,20.3,25.4,59,1.5,0,0,115,39,70.125,84,23,47.125,광진구,Tuesday
2016-06-30,7,27.7,3.5,21.7,24.5,83,1.6,4.5,0,63,23,38.08333333,44,13,26.54166667,광진구,Thursday
2016-07-02,7,27.3,2.9,20.4,23.8,82,1.6,3,1,22,6,14.625,17,4,10.0952381,광진구,Saturday
2016-07-03,14,26.3,2.9,21.5,23.3,75,1.3,0,1,48,16,32.95833333,41,11,25.5,광진구,Sunday
2016-07-07,7,28.1,2.4,20.2,23.7,78,0.9,1.5,0,75,14,38.75,55,7,26.70833333,광진구,Thursday
2016-07-10,7,33.4,3.2,22.8,27.7,68,1.4,0,1,43,22,31.25,34,14,20.83333333,광진구,Sunday
2016-07-18,7,28,2.6,19.8,23.7,78,1,0,0,36,20,26.58333333,22,12,16,광진구,Monday
2016-07-24,7,30.5,2.4,25.6,28.2,80,1.2,0,1,53,22,38.73333333,33,15,26.60869565,광진구,Sunday
2016-07-25,7,31.7,3.7,26.2,28.4,78,1.4,0,0,60,26,45.8,41,21,30.79166667,광진구,Monday
2016-07-26,7,32.5,4,24.6,28.1,74,1.5,0,0,42,27,35.75,30,13,22.23809524,광진구,Tuesday
2016-07-30,7,32.7,3.1,26,28.8,76,1.4,0.5,1,69,29,41.61111111,45,20,30.91304348,광진구,Saturday
2016-07-31,35,33.2,4,25.5,28.6,76,1.5,0,1,57,20,38.70833333,37,13,25.83333333,광진구,Sunday
2016-08-02,7,30.5,4.4,24.4,26.8,77,1.2,0,0,41,13,30.33333333,25,9,16.58333333,광진구,Tuesday
2016-08-09,7,33.1,4.2,25.5,27.8,78,1.7,6,0,127,13,37.91666667,72,1,21.22727273,광진구,Tuesday
2016-08-12,7,35.4,4.2,25.7,30.2,71,1.8,0,0,57,32,43.79166667,38,19,26.25,광진구,Friday
2016-08-15,7,34.2,3.7,25.7,29.4,70,1.6,0,1,45,34,39.95833333,29,18,23.75,광진구,Monday
2016-08-16,7,35.1,4.8,25.6,29.5,65,1.5,0,0,66,37,43.54166667,46,20,28.625,광진구,Tuesday
2016-08-17,14,33.6,2.5,24.4,29.1,67,1.2,0.5,0,49,27,37.33333333,33,14,24.29166667,광진구,Wednesday
2016-08-21,14,35.3,3,26.1,29.8,64,1.5,0,1,41,17,23.41666667,23,6,13.58333333,광진구,Sunday
2016-08-24,7,32.7,2.5,26.2,28.7,66,1.3,0,0,88,23,45.875,50,9,24.16666667,광진구,Wednesday
2016-08-27,7,27.2,4.2,17.2,22.7,51,2.1,0,1,17,7,11.79166667,4,1,2.375,광진구,Saturday
2016-08-28,7,23.4,4.4,17.5,20.3,69,2,4.5,1,12,3,8.333333333,4,1,1.916666667,광진구,Sunday
2016-09-02,7,28.1,3.8,19,23.1,76,1.8,8.5,0,71,12,31.5,48,7,22.45833333,광진구,Friday
2016-09-03,7,28.1,2.5,20,23.7,79,1.3,1.5,1,32,13,19.5,19,2,9.625,광진구,Saturday
2016-09-07,42,28.4,2.7,20.2,24,82,1.3,29.5,0,91,48,73.75,68,33,55.625,광진구,Wednesday
2016-09-08,7,26.4,3,20.2,22.8,84,1.2,0.5,0,56,34,46.375,39,20,30.875,광진구,Thursday
2016-09-10,14,28,2.6,19.6,23.4,77,1.4,0,1,52,18,35.20833333,42,4,24.04166667,광진구,Saturday
2016-09-11,21,27.5,2.2,21.3,24.1,76,1.1,0,1,52,24,35.08333333,41,17,26.33333333,광진구,Sunday
2016-09-13,35,30.1,2.9,19.7,24.4,69,1.4,0.5,0,30,5,13.375,20,1,6.818181818,광진구,Tuesday
2016-09-15,7,29.2,2.4,18.3,23.5,76,1.1,0,1,44,30,38.54166667,34,19,27.20833333,광진구,Thursday
